name,ver,size,deps,reqBy,reason,installed,desc
"libxtst","1.2.5-1",115072,"libxext libxi libx11 glibc xorgproto","","1","1760793797","library for XTEST & RECORD extensions"
"highway","1.3.0-2",10344936,"glibc gtest libgcc libstdc++","","1","1771691677","A C++ library that provides portable SIMD/vector intrinsics"
"jansson","2.15.0-1",283923,"glibc","","1","1769654416","C library for encoding, decoding and manipulating JSON data"
"libavc1394","0.5.4-7",125511,"glibc libraw1394","","1","1760794778","Library to control A/V devices using the 1394 TA AV/C commands"
"gpsd","3.27.5-1",5626706,"dbus gcc-libs glibc python libusb bluez-libs pps-tools","","1","1768657449","GPS daemon and library to support USB/serial GPS devices"
"efivar","39-1",554608,"glibc","","1","1760898916","Tools and libraries to work with EFI variables"
"libxdamage","1.1.7-1",17973,"libxfixes xorgproto libx11 glibc","","1","1769654415","X11 damaged region extension library"
"udisks2","2.11.1-2",8243753,"acl libacl.so=1-64 dbus glib2 libgio-2.0.so=0-64 libglib-2.0.so=0-64 libgmodule-2.0.so=0-64 libgobject-2.0.so=0-64 glibc libblockdev libbd_utils.so=3-64 libblockdev.so=3-64 libblockdev-crypto libblockdev-fs libblockdev-mdraid libblockdev-loop libblockdev-nvme libblockdev-part libblockdev-smart libblockdev-swap libgcc libgudev libgudev-1.0.so=0-64 polkit libpolkit-agent-1.so=0-64 libpolkit-gobject-1.so=0-64 systemd-libs libsystemd.so=0-64 util-linux-libs libblkid.so=1-64 libmount.so=1-64 libuuid.so=1-64","","1","1772802693","Daemon, tools and libraries to access and manipulate disks, storage devices and technologies"
"python-platformdirs","4.9.3-1",414620,"python","","1","1771903271","A library to determine platform-specific system directories"
"gtk-update-icon-cache","1:4.20.3-1",36922,"bash gdk-pixbuf2 glib2 glibc hicolor-icon-theme librsvg","","1","1763753415","GTK icon cache updater"
"hyphen","2.8.8-6",33942,"glibc perl","","1","1760794933","library for high quality hyphenation and justification"
"libssh","0.12.0-1",748036,"glibc openssl zlib","","1","1771691677","Library for accessing ssh client services through C libraries"
"apache-orc","2.3.0-1",2129098,"abseil-cpp glibc libgcc libstdc++ lz4 protobuf snappy zlib zstd","","1","1772802691","Columnar storage for Hadoop workloads."
"pugixml","1.15-3",342360,"glibc libgcc libstdc++","","1","1771691681","Light-weight, simple and fast XML parser for C++ with XPath support"
"wayland","1.24.0-1",859951,"glibc libffi expat libxml2 default-cursors","","1","1760793380","A computer display server protocol"
"dbus-broker","37-3",366227,"audit expat glibc libcap-ng libgcc systemd-libs libaudit.so=1-64 libcap-ng.so=0-64 libexpat.so=1-64 libsystemd.so=0-64","","1","1771691678","Linux D-Bus Message Broker"
"python-pathspec","1.0.4-1",478869,"python","","1","1770690752","Utility library for gitignore style pattern matching of file paths"
"libxkbfile","1.2.0-1",202625,"libx11 xorgproto glibc","","1","1769654416","X11 keyboard file manipulation library"
"libvpx","1.15.2-3",3840053,"gcc-libs glibc","","1","1771691677","VP8 and VP9 codec"
"z3","4.15.4-2",39524612,"gcc-libs glibc","","","1769309372","High-performance theorem prover"
"ktextwidgets","6.23.0-1",1476634,"gcc-libs glibc kcompletion kconfig ki18n kwidgetsaddons qt6-base qt6-speech sonnet","","1","1771691680","Advanced text editing widgets"
"lazygit","0.59.0-1",22176615,"git glibc","","","1770468720","Simple terminal UI for git commands"
"libidn2","2.3.8-1",384496,"libunistring libunistring.so=5-64","","1","1765251349","Free software implementation of IDNA2008, Punycode and TR46"
"libstemmer","3.0.1-1",633810,"glibc","","1","1760793800","Stemming library supporting several languages"
"libubsan","15.2.1+r604+g0b99615a8aef-1",503628,"glibc>=2.27","","1","1771691676","Undefined Behavior Sanitizer runtime library shipped by GCC"
"duktape","2.7.0-7",822248,"glibc","","1","1760793800","Embeddable Javascript engine"
"libtool","2.6.0-4",2442512,"sh tar glibc","","1","1771691678","A generic library support script"
"libwbclient","2:4.23.6-1",130109,"libbsd","","1","1772802694","winbind client library"
"krb5","1.21.3-2",4769683,"bash e2fsprogs glibc keyutils libldap libverto-module-base openssl lmdb libcom_err.so=2-64 libkeyutils.so=1-64 libss.so=2-64 libverto.so=1-64","","1","1760765879","The Kerberos network authentication system"
"libgit2","1:1.9.2-3",3192198,"libgcc glibc llhttp zlib libssh2 libssh2.so=1-64 openssl libcrypto.so=3-64 libssl.so=3-64 pcre2 libpcre2-8.so=0-64","","1","1771691678","A linkable library for Git"
"wofi","1.5.3-1",134759,"glibc cairo libcairo.so=2-64 gdk-pixbuf2 libgdk_pixbuf-2.0.so=0-64 glib2 libgio-2.0.so=0-64 libglib-2.0.so=0-64 libgobject-2.0.so=0-64 gtk3 libgdk-3.so=0-64 libgtk-3.so=0-64 pango libpango-1.0.so=0-64 wayland libwayland-client.so=0-64","","","1768133970","launcher for wlroots-based wayland compositors"
"python-installer","0.7.0-14",205688,"python","","1","1768133969","Low-level library for installing a Python package from a wheel distribution"
"p11-kit","0.26.2-1",1149380,"coreutils glibc libtasn1 libp11-kit=0.26.2-1 libp11-kit.so=0-64","","1","1770690751","Loads and enumerates PKCS#11 modules"
"openssl","3.6.1-1",12524520,"glibc","","1","1769654415","The Open Source toolkit for Secure Sockets Layer and Transport Layer Security"
"libpipewire","1:1.6.0-1",2076568,"glibc libgcc","","1","1772802694","Low-latency audio/video router and processor - client library"
"libxcomposite","0.4.7-1",24653,"libxfixes xorgproto libx11 glibc","","1","1769654415","X11 Composite extension library"
"libnfnetlink","1.0.2-2",47204,"glibc","","1","1760765881","Low-level library for netfilter related kernel/userspace communication"
"libmpdclient","2.23-1",377086,"glibc","","1","1760794840","C library to implement a MPD client"
"aws-sdk-cpp-core","1.11.749-1",2892953,"aws-c-common aws-c-event-stream aws-crt-cpp curl gcc-libs glibc zlib","","1","1771691676","AWS SDK for C++ - core library"
"libimobiledevice","1.4.0-2",6489400,"glibc libimobiledevice-glue libplist libtatsu libusbmuxd openssl readline","","1","1768133967","Library to communicate with services on iOS devices using native protocols"
"kdnssd","6.23.0-1",278275,"gcc-libs glibc qt6-base","","1","1771691680","Abstraction to system DNSSD features"
"viu","1.6.1-2",4091479,"glibc libgcc libgcc_s.so=1-64","","","1771691681","Simple terminal image viewer"
"libraqm","0.10.4-1",193490,"freetype2 fribidi glibc harfbuzz","","1","1770468720","A library that encapsulates the logic for complex text layout"
"openai-codex","0.106.0-1",96611004,"bzip2 glibc libcap libgcc openssl xz zlib","","","1772802695","OpenAIs lightweight coding agent that runs in your terminal"
"wget","1.25.0-3",5965753,"glibc zlib gnutls libidn2 libidn2.so=0-64 util-linux-libs libuuid.so=1-64 libpsl libpsl.so=5-64 pcre2 nettle libnettle.so=8-64","","","1762820701","Network utility to retrieve files from the web"
"hyprcursor","0.1.13-3",717477,"cairo gcc-libs glibc hyprlang libhyprlang.so=2-64 librsvg librsvg-2.so=2-64 libzip libzip.so=5-64 tomlplusplus libtomlplusplus.so=3-64","","1","1765025755","The hyprland cursor format, library and utilities"
"libnl","3.12.0-1",2222797,"glibc gcc-libs","","1","1765251349","Library for applications dealing with netlink sockets"
"shared-mime-info","2.4-3",4798765,"libxml2 glib2 glibc libstdc++ libgcc","","1","1771691676","Freedesktop.org Shared MIME Info"
"gpgme","2.0.1-3",790921,"glibc libassuan libassuan.so=9-64 libgpg-error gnupg>=2","","1","1772285549","C wrapper library for GnuPG"
"zix","0.8.0-1",133763,"glibc","","1","1765025755","A lightweight C99 portability and data structure library"
"xcb-util-cursor","0.1.6-1",29586,"libxcb xcb-util-renderutil xcb-util-image glibc","","1","1760794840","XCB cursor library"
"clang","21.1.8-1",227822188,"llvm-libs gcc compiler-rt","","","1771691679","C language family frontend for LLVM"
"libtraceevent","1:1.8.7-1",422492,"glibc","","1","1767835911","Linux kernel trace event library"
"yt-dlp-ejs","0.5.0-1",177214,"deno python","","1","1771903271","External JavaScript for yt-dlp supporting many runtimes"
"python-six","1.17.0-2",123746,"python","","1","1768133966","Python 2 and 3 compatibility utilities"
"gtk4","1:4.20.3-1",51879920,"adwaita-fonts adwaita-icon-theme at-spi2-core bash cairo dconf desktop-file-utils fontconfig fribidi gcc-libs gdk-pixbuf2 glib2 glibc graphene gst-plugins-bad-libs gst-plugins-base-libs gstreamer gtk-update-icon-cache harfbuzz iso-codes libcloudproviders libcolord libcups libegl libepoxy libgl libjpeg-turbo libpng librsvg libtiff libx11 libxcursor libxdamage libxext libxfixes libxi libxinerama libxkbcommon libxrandr libxrender pango shared-mime-info tinysparql vulkan-icd-loader wayland","","1","1763753416","GObject-based multi-platform GUI toolkit"
"libnfs","6.0.2-5",906800,"gnutls krb5","","1","1761449652","client library for accessing NFS shares"
"gtk4-layer-shell","1.3.0-1",308162,"gtk4 wayland","","1","1762222214","Library to create panels and other desktop components for Wayland"
"ca-certificates-utils","20240618-1",13960,"bash coreutils findutils p11-kit","","1","1760765879","Common CA certificates (utilities)"
"libxfixes","6.0.2-1",38139,"libx11 xorgproto glibc","","1","1760793797","X11 miscellaneous 'fixes' extension library"
"pipewire-audio","1:1.6.0-1",7078824,"libpipewire=1:1.6.0-1 libpipewire-0.3.so=0-64 pipewire=1:1.6.0-1 alsa-card-profiles alsa-lib libasound.so=2-64 bluez-libs libbluetooth.so=3-64 dbus libdbus-1.so=3-64 fftw libfftw3f.so=3-64 glib2 libglib-2.0.so=0-64 libgobject-2.0.so=0-64 libgio-2.0.so=0-64 glibc libebur128 libfdk-aac libfdk-aac.so=2-64 libfreeaptx libfreeaptx.so=0-64 libgcc liblc3 liblc3.so=1-64 libldac libldacBT_enc.so=2-64 libmysofa libmysofa.so=1-64 libsndfile libsndfile.so=1-64 libstdc++ libusb libusb-1.0.so=0-64 lilv liblilv-0.so=0-64 opus libopus.so=0-64 sbc libsbc.so=1-64 spandsp libspandsp.so=2-64 systemd-libs webrtc-audio-processing-1 libwebrtc-audio-processing-1.so=3-64","","1","1772802695","Low-latency audio/video router and processor - Audio support"
"fd","10.3.0-2",3875836,"glibc libgcc","","","1771691679","Simple, fast and user-friendly alternative to find"
"libdca","0.0.7-2",238049,"bash glibc","","1","1767561070","Library for decoding DTS Coherent Acoustics streams"
"mkinitcpio-busybox","1.36.1-1",536952,"glibc libxcrypt","","1","1760765881","Base initramfs tools"
"spandsp","0.0.6-7",1664712,"glibc libtiff","","1","1772285549","Low-level signal processing library that modulates and demodulates signals commonly used in telephony"
"serd","0.32.8-1",171884,"glibc","","1","1771691680","Lightweight C library for RDF syntax supporting reading/ writing Turtle and NTriples"
"gdk-pixbuf2","2.44.4-1",3089759,"glib2 glibc glycin shared-mime-info","","1","1761416032","An image loading library"
"muparser","2.3.5-2",658753,"glibc libgcc libgomp libstdc++","","1","1771691680","A fast math parser library"
"python-docopt","0.6.2-15",106972,"python","","1","1768133969","Pythonic argument parser, that will make you smile"
"linux-firmware-broadcom","20260221-1",13567072,"linux-firmware-whence","","1","1772285549","Firmware files for Linux - Firmware for Broadcom and Cypress network adapters"
"poppler","26.02.0-2",6686480,"libjpeg-turbo libgcc libstdc++ cairo fontconfig openjpeg2 lcms2 nss curl gpgmepp nspr libpng freetype2 zlib libtiff glibc","","1","1772285550","PDF rendering library based on xpdf 3.0"
"linux-firmware-amdgpu","20260221-1",27342162,"linux-firmware-whence","","1","1772285549","Firmware files for Linux - Firmware for AMD Radeon GPUs"
"liblqr","0.4.3-1",86137,"glib2 glibc","","1","1767561070","A seam-carving C/C++ library called Liquid Rescale"
"libsndfile","1.2.2-4",977515,"glibc flac libFLAC.so=14-64 lame libmp3lame.so=0-64 libogg libogg.so=0-64 libvorbis libvorbis.so=0-64 libvorbisenc.so=2-64 mpg123 libmpg123.so=0-64 opus libopus.so=0-64","","1","1761416032","A C library for reading and writing files containing sampled audio data"
"pkgconf","2.5.1-1",205288,"glibc","","1","1760804356","Package compiler and linker metadata toolkit"
"gst-plugins-bad-libs","1.28.1-1",15199347,"gst-plugins-base-libs=1.28.1-1 gstreamer=1.28.1-1 glib2 glibc libdrm libgcc libglvnd libgudev libnice libstdc++ libusb libva libx11 libxcb libxkbcommon libxkbcommon-x11 mesa orc vulkan-icd-loader wayland vmaf zlib","","1","1772285549","Multimedia graph framework - bad"
"ell","0.82-1",685045,"libgcc glibc","","1","1771691679","Embedded Linux library"
"imath","3.2.2-3",27934673,"gcc-libs glibc","","1","1768133968","A C++ and python library of 2D and 3D vector, matrix, and math operations for computer graphics"
"hyprwayland-scanner","0.4.5-1",228541,"pugixml","","1","1760832369","A Hyprland implementation of wayland-scanner, in and for C++"
"niri","25.11-1",27155560,"cairo gcc-libs glib2 glibc libdisplay-info libinput libpipewire libxkbcommon mesa pango pixman seatd systemd-libs xdg-desktop-portal-impl","","","1765025756","A scrollable-tiling Wayland compositor"
"rubberband","4.0.0-1",1556265,"fftw libfftw3.so=3-64 gcc-libs glibc libsamplerate libsamplerate.so=0-64 libsndfile libsndfile.so=1-64","","1","1760794778","Time-stretching and pitch-shifting audio library and utility"
"libmd","1.1.0-2",102259,"glibc","","1","1760794840","Message Digest functions from BSD systems"
"kpackage","6.23.0-1",704475,"gcc-libs glibc karchive kcoreaddons ki18n qt6-base","","1","1771691680","Framework that lets applications manage user installable packages of non-binary assets"
"rtmpdump","1:2.6-1",276391,"glibc gnutls zlib","","1","1767561070","A toolkit for RTMP streams"
"dosfstools","4.2-5",419037,"glibc","","","1760989716","DOS filesystem utilities"
"simdjson","1:4.3.1-1",7793954,"libgcc libstdc++","","1","1771903271","A C++ library to see how fast we can parse JSON with complete validation."
"wildmidi","0.4.6-1",181345,"alsa-lib glibc","","1","1761447775","Simple software MIDI player which has a core softsynth library"
"eglexternalplatform","1.2.1-1",18303,"libegl","","1","1760793380","EGL External Platform interface"
"gparted","1.8.0-1",7847851,"parted gtkmm3","","","1769654416","A Partition Magic clone, frontend to GNU Parted"
"libptytty","2.0-5",120601,"gcc-libs","","1","1761269433","An offspring of rxvt-unicode that handles pty/tty/utmp/wtmp/lastlog handling in mostly OS-independent ways"
"libobjc","15.2.1+r604+g0b99615a8aef-1",90116,"glibc>=2.27","","1","1771691676","Ojective-C runtime libraries shipped by GCC"
"nvidia-utils","590.48.01-4",895395864,"libglvnd egl-wayland egl-wayland2 egl-gbm egl-x11","","","1771691677","NVIDIA drivers utilities"
"zbar","0.23.93-5",796883,"dbus imagemagick libxv v4l-utils","","1","1768133968","Application and library for reading bar codes from various sources"
"glib2","2.86.4-1",39204237,"bash glibc libffi libsysprof-capture pcre2 util-linux-libs zlib libffi.so=8-64 libmount.so=1-64","","1","1771691676","Low level core library"
"libutf8proc","2.11.3-1",393575,"glibc","","1","1768835745","C library for processing UTF-8 encoded Unicode strings"
"fzf","0.70.0-1",4947404,"bash","","","1772802694","Command-line fuzzy finder"
"graphite","1:1.3.14-6",211122,"glibc libstdc++ libgcc","","1","1771691676","a ""smart font"" system to handle the complexities of lesser-known languages of the world"
"groff","1.24.0-1",9451136,"glibc libgcc libstdc++ perl","","1","1772802694","GNU troff text-formatting system"
"ncurses","6.6-1",4289911,"glibc libgcc libstdc++","","1","1771691676","System V Release 4.0 curses emulation library"
"yt-dlp","2026.03.03-1",34507300,"python python-certifi python-requests python-urllib3 yt-dlp-ejs","","","1772802695","A youtube-dl fork with additional features and fixes"
"nvtop","3.3.2-1",206713,"ncurses systemd-libs","","","1771691680","GPUs process monitoring for AMD, Intel and NVIDIA"
"python-ptyprocess","0.7.0-9",124404,"python","","1","1768133969","Run a subprocess in a pseudo terminal"
"libmakepkg-dropins","20-1",11493,"awk bash coreutils findutils grep sed binutils","","1","1770690752","Features that can be dropped into libmakepkg to extend the functionality of makepkg"
"fuse3","3.18.1-1",502037,"fuse-common glibc","","1","1769908516","Interface for userspace programs to export a filesystem to the Linux kernel"
"ijs","0.35-6",124211,"glibc sh","","1","1763819152","a library which implements a protocol for transmission of raster page images"
"exiv2","0.28.7-1",16277130,"brotli libbrotlidec.so=1-64 curl expat libexpat.so=1-64 gcc-libs gettext glibc libcurl.so=4-64 libinih libINIReader.so=0-64 zlib libz.so=1-64","","1","1760794778","Exif, Iptc and XMP metadata manipulation library and tools"
"debugedit","5.2-1",116086,"glibc libelf xxhash","","1","1760804355","Tool to mangle source locations in .debug files"
"libsecret","0.21.7-1",1217959,"glib2 glibc libgcrypt tpm2-tss","","1","1760765879","Library for storing and retrieving passwords and other secrets"
"strace","6.19-1",1778710,"glibc libunwind","","","1771691681","A diagnostic, debugging and instructional userspace tracer"
"wxwidgets-common","3.2.10-1",15955542,"curl gcc-libs glib2 glibc expat libsecret pcre2 xz zlib","","1","1772802695","Common libraries and headers for wxwidgets"
"libxft","2.3.9-1",134018,"fontconfig libxrender libx11 freetype2 glibc xorgproto","","1","1760793800","FreeType-based font drawing library for X"
"glib-networking","1:2.80.1-1",676336,"glib2 glibc gnutls gsettings-system-schemas libproxy","","1","1760793800","Network extensions for GLib"
"cdparanoia","10.2-9",190451,"glibc","","1","1761447775","Compact Disc Digital Audio extraction tool"
"cairo","1.18.4-1",1670246,"bash fontconfig freetype2 glib2 glibc libpng libx11 libxcb libxext libxrender lzo pixman zlib","","1","1760793800","2D graphics library with support for multiple output devices"
"libice","1.1.2-1",374521,"glibc xorgproto","","1","1760794933","X11 Inter-Client Exchange library"
"file","5.47-1",10897472,"glibc bzip2 libbz2.so=1.0-64 libseccomp libseccomp.so=2-64 xz liblzma.so=5-64 zlib libz.so=1-64 zstd libzstd.so=1-64","","1","1772802692","File type identification utility"
"kwindowsystem","6.23.0-1",834050,"gcc-libs glibc libx11 libxcb libxfixes qt6-base wayland xcb-util-keysyms","","1","1771691678","Access to the windowing system"
"aws-sdk-cpp-iam","1.11.749-1",6293390,"aws-crt-cpp aws-sdk-cpp-core gcc-libs glibc","","1","1771691676","AWS SDK for C++ - IAM libraries"
"tomlplusplus","3.4.0-1",893463,"gcc-libs glibc","","1","1760832369","Header-only TOML config file parser and serializer for C++17"
"python-botocore","1.42.49-1",116217874,"python python-certifi python-dateutil python-jmespath python-urllib3","","1","1771691677","A low-level interface to a growing number of Amazon Web Services"
"zvbi","0.2.44-1",1122644,"libpng libx11","","1","1767561070","VBI capture and decoding library"
"json-c","0.18-2",189000,"glibc","","1","1760765879","JSON implementation in C"
"python-jedi","0.19.2-4",6784653,"python python-parso","","1","1768133969","Awesome autocompletion for python"
"xorg-xmodmap","1.0.11-2",50580,"libx11","","1","1767359982","Utility for modifying keymaps and button mappings"
"sratom","0.6.22-1",54504,"glibc serd libserd-0.so=0-64 sord libsord-0.so=0-64 lv2","","1","1771691680","An LV2 Atom RDF serialisation library"
"kio","6.23.0-1",19547582,"acl gcc-libs glibc karchive kbookmarks kcolorscheme kcompletion kconfig kcoreaddons kcrash kdbusaddons kguiaddons ki18n kiconthemes kitemviews kjobwidgets kservice kwallet kwidgetsaddons kwindowsystem libxml2 libxslt qt6-base solid util-linux-libs","","1","1771691678","Resource and network access abstraction"
"wlr-randr","0.5.0-1",29126,"wayland glibc","","","1760994161","Utility to manage outputs of a Wayland compositor"
"zint","2.16.0-1",967277,"glibc libpng","","1","1771691680","Barcode encoding library supporting over 50 symbologies"
"sord","0.16.22-1",123244,"glibc pcre2 serd libserd-0.so=0-64 zix libzix-0.so=0-64","","1","1771691680","A lightweight C library for storing RDF data in memory"
"sdbus-cpp","2.2.1-1",926938,"expat systemd-libs","","1","1763932608","a high-level C++ D-Bus library designed to provide expressive, easy-to-use API"
"filesystem","2025.10.12-1",24551,"iana-etc","","1","1760882347","Base Arch Linux files"
"faac","1.31.1-1",228079,"glibc","","1","1767561070","Freeware Advanced Audio Coder"
"xcb-util-renderutil","0.3.10-2",26982,"libxcb glibc","","1","1760794840","Utility libraries for XC Binding - Convenience functions for the Render extension"
"libei","1.5.0-1",404050,"gcc-libs glibc libevdev systemd-libs","","1","1760794840","Library for Emulated Input"
"x264","3:0.165.r3222.b35605a-2",3978017,"glibc liblsmash.so=2-64","","1","1760794779","Open Source H264/AVC video encoder"
"libblockdev-mdraid","3.4.0-2",34590,"gcc-libs glib2 libglib-2.0.so=0-64 glibc libblockdev=3.4.0 libbd_utils.so=3-64 libbytesize mdadm","","1","1768133967","A library for manipulating block devices - MDRAID support"
"python-attrs","25.4.0-3",658967,"python","","1","1768133969","Attributes without boilerplate."
"libcdio-paranoia","10.2+2.0.2-1",168163,"glibc libcdio","","1","1760794778","Compact Disc Digital Audio (CDDA) extraction tool using libcdio for CDROM access"
"kfilemetadata","6.23.0-1",1443816,"gcc-libs glibc ebook-tools exiv2 ffmpeg karchive kcodecs kconfig kcoreaddons ki18n poppler-qt6 qt6-base taglib","","1","1771691677","A library for extracting file metadata"
"flac","1.5.0-1",1195836,"glibc gcc-libs libogg","","1","1760794778","Free Lossless Audio Codec"
"kguiaddons","6.23.1-1",732238,"gcc-libs glibc libx11 qt6-base wayland","","1","1772802693","Addons to QtGui"
"llhttp","9.3.1-1",113018,"glibc","","1","1771691678","Port of http_parser to llparse"
"gawk","5.4.0-1",4214547,"sh glibc mpfr","","1","1772285549","GNU version of awk"
"xcb-util-wm","0.4.2-2",222132,"libxcb glibc","","1","1760830184","Utility libraries for XC Binding - client and window-manager helpers for ICCCM"
"linux-firmware-nvidia","20260221-1",108577531,"linux-firmware-whence","","1","1772285550","Firmware files for Linux - Firmware for NVIDIA GPUs and SoCs"
"libdeflate","1.25-1",146325,"glibc","","1","1765025755","Heavily optimized library for DEFLATE/zlib/gzip compression and decompression"
"mailcap","2.1.54-2",118599,"","","1","1765940588","Helper application and MIME type associations for file types"
"libmodplug","0.8.9.0-6",374956,"gcc-libs","","1","1760794778","A MOD playing library"
"x265","4.1-1",21849129,"gcc-libs glibc","","1","1760794779","Open Source H265/HEVC video encoder"
"json-glib","1.10.8-1",1063459,"glib2 glibc libglib-2.0.so=0-64 libgobject-2.0.so=0-64 libgio-2.0.so=0-64","","1","1760793800","JSON library built on GLib"
"xorg-server","21.1.21-1",3917154,"libepoxy libxfont2 pixman xorg-server-common libunwind dbus libgl xf86-input-libinput nettle libxdmcp sh glibc libxau systemd-libs libtirpc libpciaccess libdrm libxshmfence libxcvt","","","1767359982","Xorg X server"
"perl","5.42.0-1",73274189,"gdbm>=1.17 db5.3 glibc libxcrypt libcrypt.so=2-64","","1","1760794840","A highly capable, feature-rich programming language"
"libinput","1.30.1-1",782682,"gcc-libs glibc libevdev libwacom lua mtdev systemd-libs","","1","1765251349","Input device management and event handling library"
"libarchive","3.8.5-1",1279484,"acl libacl.so=1-64 bzip2 libbz2.so=1.0-64 glibc libxml2 libxml2.so=16-64 lz4 openssl libcrypto.so=3-64 xz liblzma.so=5-64 zlib libz.so=1-64 zstd libzstd.so=1-64","","1","1767835909","Multi-format archive and compression library"
"python-pytest","1:8.4.2-3",4919803,"python-iniconfig python-packaging python-pluggy python-pygments","","1","1768133969","Simple powerful testing with Python"
"xvidcore","1.3.7-3",704385,"glibc","","1","1760794779","XviD is an open source MPEG-4 video codec"
"gcc","15.2.1+r604+g0b99615a8aef-1",219086938,"gcc-libs=15.2.1+r604+g0b99615a8aef-1 binutils>=2.28 libmpc zstd libisl.so=23-64","","1","1771691679","The GNU Compiler Collection - C and C++ frontends"
"libssh2","1.11.1-1",498149,"openssl zlib","","1","1760765879","A library implementing the SSH2 protocol as defined by Internet Drafts"
"lcms2","2.18-1",710718,"libjpeg-turbo libtiff","","1","1768133967","Small-footprint color management engine, version 2"
"cblas","3.12.1-2",351799,"blas glibc","","1","1760822127","C interface to BLAS"
"glibmm","2.66.8-1",6162137,"gcc-libs glib2 glibc libsigc++ perl libsigc-2.0.so=0-64","","1","1760794840","C++ bindings for GLib"
"libxt","1.3.1-1",2118982,"libsm libx11 libice glibc xorgproto","","1","1760803233","X11 toolkit intrinsics library"
"unzip","6.0-23",315463,"bzip2 bash","","","1763787806","For extracting and viewing files in .zip archives"
"aws-checksums","0.2.10-1",148263,"aws-c-common glibc","","1","1771691676","Cross-Platform HW accelerated CRC32c and CRC32 with fallback to efficient SW implementations."
"tdb","1.4.15-1",239036,"glibc","","1","1769309372","Trivial Database similar to GDBM but allows simultaneous commits"
"libunibreak","6.1-1",155480,"glibc","","1","1760794778","An implementation of the line breaking algorithm as described in Unicode 5.2.0 Standard Annex 14, Revision 24"
"findutils","4.10.0-3",1826558,"glibc","","1","1760765879","GNU utilities to locate files"
"nodejs-nopt","8.0.0-1",31052,"nodejs","","1","1772802694","Node/npm Option Parsing library"
"librsvg","2:2.61.4-1",10618763,"cairo dav1d freetype2 gcc-libs gdk-pixbuf2 glib2 glibc harfbuzz libxml2 pango","","1","1771691677","SVG rendering library"
"python-pluggy","1.6.0-3",236805,"python","","1","1768133969","Plugin and hook calling mechanisms for python"
"python-cryptography","46.0.5-2",5989747,"glibc libgcc openssl python python-cffi","","1","1771691681","A package designed to expose cryptographic recipes and primitives to Python developers"
"xz","5.8.2-1",3093879,"glibc sh","","1","1766455297","Library and command line tools for XZ and LZMA compressed files"
"systemd-libs","259.3-1",3372183,"glibc libgcc libgcc_s.so=1-64 libgcrypt lz4 xz zstd","","1","1772802692","systemd client libraries"
"kcmutils","6.23.0-1",1301171,"gcc-libs glibc kconfig kconfigwidgets kcoreaddons kguiaddons ki18n kio kirigami kitemviews kservice kwidgetsaddons kxmlgui qt6-base qt6-declarative","","1","1771691680","Utilities for interacting with KCModules"
"psmisc","23.7-1",799276,"ncurses","","1","1760765879","Miscellaneous procfs tools"
"qca-qt6","2.3.10-4",3536428,"ca-certificates gcc-libs glibc nss qt6-5compat qt6-base","","1","1763313617","Qt Cryptographic Architecture"
